Entity,Code,Year,Deaths - Drug use disorders - Sex: Both - Age: Under 5 (Number),Deaths - Drug use disorders - Sex: Both - Age: 70+ years (Number),Deaths - Drug use disorders - Sex: Both - Age: 15-49 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 50-69 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 5-14 years (Number)
Nicaragua,NIC,2000,0,2,5,2,0
Nicaragua,NIC,2001,0,2,5,2,0
Nicaragua,NIC,2002,0,2,5,2,0
Nicaragua,NIC,2003,0,2,5,2,0
Nicaragua,NIC,2004,0,2,5,2,0
Nicaragua,NIC,2005,0,2,5,2,0
Nicaragua,NIC,2006,0,2,4,2,0
Nicaragua,NIC,2007,0,2,5,2,0
Nicaragua,NIC,2008,0,2,5,2,0
Nicaragua,NIC,2009,0,2,5,2,0
Nicaragua,NIC,2010,0,2,5,2,0
Nicaragua,NIC,2011,0,2,5,2,0
Nicaragua,NIC,2012,0,2,5,2,0
Nicaragua,NIC,2013,0,2,5,2,0
Nicaragua,NIC,2014,0,2,6,2,0
Nicaragua,NIC,2015,0,2,6,2,0
Nicaragua,NIC,2016,0,2,6,2,0
Nicaragua,NIC,2017,0,2,6,2,0
Nicaragua,NIC,2018,0,2,6,3,0
Nicaragua,NIC,2019,0,2,7,3,0
Niger,NER,1990,0,1,3,1,0
Niger,NER,1991,0,1,4,1,0
Niger,NER,1992,0,1,4,1,0
Niger,NER,1993,0,1,4,1,0
Niger,NER,1994,0,1,4,1,0
Niger,NER,1995,0,1,4,1,0
Niger,NER,1996,0,1,4,1,0
Niger,NER,1997,0,1,4,1,0
Niger,NER,1998,0,1,4,1,0
Niger,NER,1999,0,1,4,1,0
Niger,NER,2000,0,1,4,1,0
Niger,NER,2001,0,1,5,1,0
Niger,NER,2002,0,1,5,1,0
Niger,NER,2003,0,1,5,1,0
Niger,NER,2004,0,1,5,1,0
Niger,NER,2005,0,1,5,1,0
Niger,NER,2006,0,1,5,1,0
Niger,NER,2007,0,1,5,1,0
Niger,NER,2008,0,1,5,1,0
Niger,NER,2009,0,1,5,2,0
Niger,NER,2010,0,1,5,2,0
Niger,NER,2011,0,1,6,2,0
Niger,NER,2012,0,1,6,2,0
Niger,NER,2013,0,1,6,2,0
Niger,NER,2014,0,2,7,2,0
Niger,NER,2015,0,2,7,2,0
Niger,NER,2016,0,2,8,2,0
Niger,NER,2017,0,2,8,2,0
Niger,NER,2018,0,2,9,3,0
Niger,NER,2019,0,2,9,3,0
Nigeria,NGA,1990,0,18,58,19,0
Nigeria,NGA,1991,0,18,61,20,0
Nigeria,NGA,1992,0,19,65,21,0
Nigeria,NGA,1993,0,20,69,21,0
Nigeria,NGA,1994,0,20,71,21,0
Nigeria,NGA,1995,0,21,73,21,0
Nigeria,NGA,1996,0,21,75,21,0
Nigeria,NGA,1997,0,21,77,21,0
Nigeria,NGA,1998,0,21,80,21,0
Nigeria,NGA,1999,0,22,82,20,0
Nigeria,NGA,2000,0,22,82,20,0
Nigeria,NGA,2001,0,22,85,20,0
Nigeria,NGA,2002,0,23,88,21,0
Nigeria,NGA,2003,0,23,93,22,0
Nigeria,NGA,2004,0,24,97,23,0
Nigeria,NGA,2005,0,26,101,24,0
Nigeria,NGA,2006,0,27,104,24,0
Nigeria,NGA,2007,0,28,109,25,0
Nigeria,NGA,2008,0,29,110,26,0
Nigeria,NGA,2009,0,30,115,27,0
Nigeria,NGA,2010,0,32,122,28,0
Nigeria,NGA,2011,0,33,132,30,0
Nigeria,NGA,2012,0,35,141,32,0
Nigeria,NGA,2013,0,37,150,33,0
Nigeria,NGA,2014,0,38,157,35,0
Nigeria,NGA,2015,0,39,160,36,0
Nigeria,NGA,2016,0,40,168,38,0
Nigeria,NGA,2017,0,42,174,39,0
Nigeria,NGA,2018,0,44,179,41,0
Nigeria,NGA,2019,0,45,186,43,0
Niue,NIU,1990,0,0,0,0,0
Niue,NIU,1991,0,0,0,0,0
Niue,NIU,1992,0,0,0,0,0
Niue,NIU,1993,0,0,0,0,0
Niue,NIU,1994,0,0,0,0,0
Niue,NIU,1995,0,0,0,0,0
Niue,NIU,1996,0,0,0,0,0
Niue,NIU,1997,0,0,0,0,0
Niue,NIU,1998,0,0,0,0,0
Niue,NIU,1999,0,0,0,0,0
Niue,NIU,2000,0,0,0,0,0
Niue,NIU,2001,0,0,0,0,0
Niue,NIU,2002,0,0,0,0,0
Niue,NIU,2003,0,0,0,0,0
Niue,NIU,2004,0,0,0,0,0
Niue,NIU,2005,0,0,0,0,0
Niue,NIU,2006,0,0,0,0,0
Niue,NIU,2007,0,0,0,0,0
Niue,NIU,2008,0,0,0,0,0
Niue,NIU,2009,0,0,0,0,0
Niue,NIU,2010,0,0,0,0,0
Niue,NIU,2011,0,0,0,0,0
Niue,NIU,2012,0,0,0,0,0
Niue,NIU,2013,0,0,0,0,0
Niue,NIU,2014,0,0,0,0,0
Niue,NIU,2015,0,0,0,0,0
Niue,NIU,2016,0,0,0,0,0
Niue,NIU,2017,0,0,0,0,0
Niue,NIU,2018,0,0,0,0,0
Niue,NIU,2019,0,0,0,0,0
North America (WB),,1990,0,281,5320,705,0
North America (WB),,1991,0,295,5608,744,0
North America (WB),,1992,0,310,6036,799,0
North America (WB),,1993,0,335,6655,890,0
North America (WB),,1994,0,358,7168,987,0
North America (WB),,1995,0,378,7670,1090,0
North America (WB),,1996,0,402,8242,1193,0
North America (WB),,1997,0,428,9060,1366,0
North America (WB),,1998,0,468,9987,1600,0
North America (WB),,1999,0,522,11313,1921,0
North America (WB),,2000,0,565,12631,2285,0
North America (WB),,2001,0,603,14131,2754,0
North America (WB),,2002,0,645,16010,3375,0
North America (WB),,2003,0,672,17726,4075,1
North America (WB),,2004,0,692,19065,4770,0
North America (WB),,2005,0,719,20482,5547,1
North America (WB),,2006,0,745,21512,6207,0
North America (WB),,2007,0,764,21980,6762,1
North America (WB),,2008,0,794,22462,7320,0
North America (WB),,2009,0,822,23110,7920,2
North America (WB),,2010,0,850,23829,8546,2
North America (WB),,2011,0,895,25258,9414,5
North America (WB),,2012,0,947,26662,10273,5
North America (WB),,2013,1,1017,28780,11270,7
North America (WB),,2014,1,1107,31848,12410,8
North America (WB),,2015,1,1213,36234,13653,8
North America (WB),,2016,1,1334,41824,15031,6
North America (WB),,2017,0,1520,45602,15708,0
North America (WB),,2018,0,1731,46996,16558,0
North America (WB),,2019,0,1939,49009,17295,0
North Korea,PRK,1990,0,13,167,50,0
North Korea,PRK,1991,0,13,169,52,0
North Korea,PRK,1992,0,14,171,54,0
North Korea,PRK,1993,0,15,173,56,0
North Korea,PRK,1994,0,16,175,58,0
North Korea,PRK,1995,0,16,176,60,0
North Korea,PRK,1996,0,16,178,61,0
North Korea,PRK,1997,0,16,179,63,0
North Korea,PRK,1998,0,17,179,63,0
North Korea,PRK,1999,0,17,180,63,0
North Korea,PRK,2000,0,17,177,61,0
North Korea,PRK,2001,0,17,172,59,0
North Korea,PRK,2002,0,17,169,58,0
North Korea,PRK,2003,0,17,167,57,0
North Korea,PRK,2004,0,18,165,57,0
North Korea,PRK,2005,0,19,165,58,0
North Korea,PRK,2006,0,20,167,58,0
North Korea,PRK,2007,0,22,169,59,0
North Korea,PRK,2008,0,24,172,60,0
North Korea,PRK,2009,0,25,176,62,0
North Korea,PRK,2010,0,26,179,63,0
North Korea,PRK,2011,0,28,183,65,0
North Korea,PRK,2012,0,29,187,66,0
North Korea,PRK,2013,0,30,190,68,0
North Korea,PRK,2014,0,31,194,70,0
North Korea,PRK,2015,0,32,198,72,0
North Korea,PRK,2016,0,34,202,75,0
North Korea,PRK,2017,0,35,207,78,0
North Korea,PRK,2018,0,35,211,82,0
North Korea,PRK,2019,0,36,216,86,0
North Macedonia,MKD,1990,0,0,2,0,0
North Macedonia,MKD,1991,0,0,2,0,0
North Macedonia,MKD,1992,0,0,2,0,0
North Macedonia,MKD,1993,0,0,2,0,0
North Macedonia,MKD,1994,0,0,2,0,0
North Macedonia,MKD,1995,0,0,2,0,0
North Macedonia,MKD,1996,0,0,3,0,0
North Macedonia,MKD,1997,0,0,3,1,0
North Macedonia,MKD,1998,0,0,5,1,0
North Macedonia,MKD,1999,0,0,6,1,0
North Macedonia,MKD,2000,0,1,7,1,0
North Macedonia,MKD,2001,0,1,8,1,0
North Macedonia,MKD,2002,0,1,10,1,0
North Macedonia,MKD,2003,0,1,10,1,0
North Macedonia,MKD,2004,0,1,10,1,0
North Macedonia,MKD,2005,0,1,9,1,0
North Macedonia,MKD,2006,0,1,10,1,0
North Macedonia,MKD,2007,0,1,11,2,0
North Macedonia,MKD,2008,0,1,11,2,0
North Macedonia,MKD,2009,0,1,11,2,0
North Macedonia,MKD,2010,0,1,11,2,0
North Macedonia,MKD,2011,0,1,9,2,0
North Macedonia,MKD,2012,0,1,9,2,0
North Macedonia,MKD,2013,0,1,9,2,0
North Macedonia,MKD,2014,0,1,9,2,0
North Macedonia,MKD,2015,0,1,9,2,0
North Macedonia,MKD,2016,0,1,10,2,0
North Macedonia,MKD,2017,0,1,10,2,0
North Macedonia,MKD,2018,0,1,10,2,0
North Macedonia,MKD,2019,0,1,10,2,0
Northern Ireland,,1990,0,1,17,3,0
Northern Ireland,,1991,0,1,17,3,0
Northern Ireland,,1992,0,1,18,3,0
Northern Ireland,,1993,0,1,19,4,0
Northern Ireland,,1994,0,1,20,4,0
Northern Ireland,,1995,0,1,21,4,0
Northern Ireland,,1996,0,1,21,4,0
Northern Ireland,,1997,0,1,22,5,0
Northern Ireland,,1998,0,1,24,5,0
Northern Ireland,,1999,0,2,26,6,0
Northern Ireland,,2000,0,2,26,6,0
Northern Ireland,,2001,0,2,27,6,0
Northern Ireland,,2002,0,2,28,6,0
Northern Ireland,,2003,0,2,29,6,0
Northern Ireland,,2004,0,2,30,7,0
Northern Ireland,,2005,0,2,33,7,0
Northern Ireland,,2006,0,2,35,7,0
Northern Ireland,,2007,0,2,38,8,0
Northern Ireland,,2008,0,2,40,8,0
Northern Ireland,,2009,0,2,41,8,0
Northern Ireland,,2010,0,2,42,8,0
Northern Ireland,,2011,0,2,42,8,0
Northern Ireland,,2012,0,3,42,9,0
Northern Ireland,,2013,0,3,43,9,0
Northern Ireland,,2014,0,3,44,10,0
Northern Ireland,,2015,0,3,45,10,0
Northern Ireland,,2016,0,3,45,11,0
Northern Ireland,,2017,0,3,45,11,0
Northern Ireland,,2018,0,4,46,11,0
Northern Ireland,,2019,0,4,46,12,0
Northern Mariana Islands,MNP,1990,0,0,0,0,0
Northern Mariana Islands,MNP,1991,0,0,0,0,0
Northern Mariana Islands,MNP,1992,0,0,0,0,0
Northern Mariana Islands,MNP,1993,0,0,0,0,0
Northern Mariana Islands,MNP,1994,0,0,0,0,0
Northern Mariana Islands,MNP,1995,0,0,0,0,0
Northern Mariana Islands,MNP,1996,0,0,0,0,0
Northern Mariana Islands,MNP,1997,0,0,0,0,0
Northern Mariana Islands,MNP,1998,0,0,0,0,0
Northern Mariana Islands,MNP,1999,0,0,0,0,0
Northern Mariana Islands,MNP,2000,0,0,0,0,0
Northern Mariana Islands,MNP,2001,0,0,0,0,0
Northern Mariana Islands,MNP,2002,0,0,0,0,0
Northern Mariana Islands,MNP,2003,0,0,0,0,0
Northern Mariana Islands,MNP,2004,0,0,0,0,0
Northern Mariana Islands,MNP,2005,0,0,0,0,0
Northern Mariana Islands,MNP,2006,0,0,0,0,0
Northern Mariana Islands,MNP,2007,0,0,0,0,0
Northern Mariana Islands,MNP,2008,0,0,0,0,0
Northern Mariana Islands,MNP,2009,0,0,0,0,0
Northern Mariana Islands,MNP,2010,0,0,0,0,0
Northern Mariana Islands,MNP,2011,0,0,0,0,0
Northern Mariana Islands,MNP,2012,0,0,0,0,0
Northern Mariana Islands,MNP,2013,0,0,0,0,0
Northern Mariana Islands,MNP,2014,0,0,0,0,0
Northern Mariana Islands,MNP,2015,0,0,0,0,0
Northern Mariana Islands,MNP,2016,0,0,0,0,0
Northern Mariana Islands,MNP,2017,0,0,0,0,0
Northern Mariana Islands,MNP,2018,0,0,0,0,0
Northern Mariana Islands,MNP,2019,0,0,0,0,0
Norway,NOR,1990,0,4,81,12,0
Norway,NOR,1991,0,4,96,14,0
Norway,NOR,1992,0,5,110,15,0
Norway,NOR,1993,0,6,122,17,0
Norway,NOR,1994,0,6,139,20,0
Norway,NOR,1995,0,7,154,24,0
Norway,NOR,1996,0,8,173,29,0
Norway,NOR,1997,0,9,188,34,0
Norway,NOR,1998,0,10,215,40,0
Norway,NOR,1999,0,11,230,45,0
Norway,NOR,2000,0,12,255,52,0
Norway,NOR,2001,0,13,262,60,0
Norway,NOR,2002,0,14,251,66,0
Norway,NOR,2003,0,14,236,72,0
Norway,NOR,2004,0,14,235,78,0
Norway,NOR,2005,0,14,225,79,0
Norway,NOR,2006,0,14,217,82,0
Norway,NOR,2007,0,15,207,83,0
Norway,NOR,2008,0,14,201,84,0
Norway,NOR,2009,0,14,197,83,0
Norway,NOR,2010,0,14,188,83,0
Norway,NOR,2011,0,14,182,83,0
Norway,NOR,2012,0,14,174,82,0
Norway,NOR,2013,0,15,169,83,0
Norway,NOR,2014,0,15,165,82,0
Norway,NOR,2015,0,15,157,80,0
Norway,NOR,2016,0,16,152,79,0
Norway,NOR,2017,0,16,147,75,0
Norway,NOR,2018,0,16,149,73,0
Norway,NOR,2019,0,17,150,73,0
OECD Countries,,1990,1,746,11034,1425,0
OECD Countries,,1991,2,788,12031,1494,0
OECD Countries,,1992,0,830,12951,1574,0
OECD Countries,,1993,2,890,13909,1698,0
OECD Countries,,1994,0,952,14864,1842,2
OECD Countries,,1995,1,1024,15751,2001,5
OECD Countries,,1996,0,1101,16597,2150,5
OECD Countries,,1997,1,1185,17663,2386,5
OECD Countries,,1998,0,1306,18853,2687,5
OECD Countries,,1999,1,1432,20375,3074,5
OECD Countries,,2000,1,1526,21745,3494,8
OECD Countries,,2001,2,1606,23016,4016,8
OECD Countries,,2002,1,1680,24600,4677,8
OECD Countries,,2003,2,1736,26147,5431,10
OECD Countries,,2004,1,1760,27392,6182,8
OECD Countries,,2005,2,1821,28822,7038,9
OECD Countries,,2006,1,1888,29855,7760,8
OECD Countries,,2007,2,1970,30425,8390,9
OECD Countries,,2008,2,2097,30964,9030,8
OECD Countries,,2009,3,2218,31507,9700,12
OECD Countries,,2010,3,2333,31993,10391,14
OECD Countries,,2011,4,2474,33241,11337,18
OECD Countries,,2012,5,2630,34511,12271,18
OECD Countries,,2013,6,2785,36655,13378,21
OECD Countries,,2014,5,2948,39807,14629,22
OECD Countries,,2015,7,3166,44393,16004,24
OECD Countries,,2016,5,3334,50148,17465,18
OECD Countries,,2017,0,3594,54039,18191,1
OECD Countries,,2018,0,3902,55592,19066,0
OECD Countries,,2019,0,4212,57761,19845,0
Oman,OMN,1990,0,0,3,1,0
Oman,OMN,1991,0,0,3,1,0
Oman,OMN,1992,0,0,3,1,0
Oman,OMN,1993,0,0,3,1,0
Oman,OMN,1994,0,0,3,1,0
Oman,OMN,1995,0,0,4,1,0
Oman,OMN,1996,0,0,4,1,0
Oman,OMN,1997,0,0,4,1,0
Oman,OMN,1998,0,0,5,1,0
Oman,OMN,1999,0,0,5,1,0
Oman,OMN,2000,0,0,5,1,0
Oman,OMN,2001,0,0,5,1,0
Oman,OMN,2002,0,0,5,1,0
Oman,OMN,2003,0,0,6,1,0
Oman,OMN,2004,0,0,6,1,0
Oman,OMN,2005,0,0,6,1,0
Oman,OMN,2006,0,0,6,1,0
Oman,OMN,2007,0,0,8,2,0
Oman,OMN,2008,0,0,8,2,0
Oman,OMN,2009,0,0,8,2,0
Oman,OMN,2010,0,1,9,2,0
Oman,OMN,2011,0,1,11,2,0
Oman,OMN,2012,0,0,12,2,0
Oman,OMN,2013,0,1,12,2,0
Oman,OMN,2014,0,1,12,2,0
Oman,OMN,2015,0,1,12,2,0
Oman,OMN,2016,0,1,12,2,0
Oman,OMN,2017,0,1,13,2,0
Oman,OMN,2018,0,1,13,2,0
Oman,OMN,2019,0,1,14,2,0
Pakistan,PAK,1990,0,38,143,66,0
Pakistan,PAK,1991,0,39,152,69,0
Pakistan,PAK,1992,0,40,162,73,0
Pakistan,PAK,1993,0,41,172,77,0
Pakistan,PAK,1994,0,42,186,82,0
Pakistan,PAK,1995,0,44,204,89,0
Pakistan,PAK,1996,0,45,219,94,0
Pakistan,PAK,1997,0,45,235,99,0
Pakistan,PAK,1998,0,46,248,103,0
Pakistan,PAK,1999,0,47,264,107,0
Pakistan,PAK,2000,0,48,281,112,0
Pakistan,PAK,2001,0,49,303,118,0
Pakistan,PAK,2002,0,51,332,126,0
Pakistan,PAK,2003,0,53,368,136,0
Pakistan,PAK,2004,0,56,406,146,0
Pakistan,PAK,2005,0,59,438,154,0
Pakistan,PAK,2006,0,60,459,159,0
Pakistan,PAK,2007,0,62,477,164,0
Pakistan,PAK,2008,0,63,501,170,0
Pakistan,PAK,2009,0,65,521,176,0
Pakistan,PAK,2010,0,67,541,182,0
Pakistan,PAK,2011,0,68,552,185,0
Pakistan,PAK,2012,0,70,562,190,0
Pakistan,PAK,2013,0,72,584,196,0
Pakistan,PAK,2014,0,72,593,198,0
Pakistan,PAK,2015,0,73,592,198,0
Pakistan,PAK,2016,0,73,593,199,0
Pakistan,PAK,2017,0,74,587,198,0
Pakistan,PAK,2018,0,75,585,200,0
Pakistan,PAK,2019,0,76,588,203,0
Palau,PLW,1990,0,0,0,0,0
Palau,PLW,1991,0,0,0,0,0
Palau,PLW,1992,0,0,0,0,0
Palau,PLW,1993,0,0,0,0,0
Palau,PLW,1994,0,0,0,0,0
Palau,PLW,1995,0,0,0,0,0
Palau,PLW,1996,0,0,0,0,0
Palau,PLW,1997,0,0,0,0,0
Palau,PLW,1998,0,0,0,0,0
Palau,PLW,1999,0,0,0,0,0
Palau,PLW,2000,0,0,0,0,0
Palau,PLW,2001,0,0,0,0,0
Palau,PLW,2002,0,0,0,0,0
Palau,PLW,2003,0,0,0,0,0
Palau,PLW,2004,0,0,0,0,0
Palau,PLW,2005,0,0,0,0,0
Palau,PLW,2006,0,0,0,0,0
Palau,PLW,2007,0,0,0,0,0
Palau,PLW,2008,0,0,0,0,0
Palau,PLW,2009,0,0,0,0,0
Palau,PLW,2010,0,0,0,0,0
Palau,PLW,2011,0,0,0,0,0
Palau,PLW,2012,0,0,0,0,0
Palau,PLW,2013,0,0,0,0,0
Palau,PLW,2014,0,0,0,0,0
Palau,PLW,2015,0,0,0,0,0
Palau,PLW,2016,0,0,0,0,0
Palau,PLW,2017,0,0,0,0,0
Palau,PLW,2018,0,0,0,0,0
Palau,PLW,2019,0,0,0,0,0
Palestine,PSE,1990,0,0,1,0,0
Palestine,PSE,1991,0,0,1,0,0
Palestine,PSE,1992,0,0,1,0,0
Palestine,PSE,1993,0,0,1,0,0
Palestine,PSE,1994,0,0,1,0,0
Palestine,PSE,1995,0,0,1,0,0
Palestine,PSE,1996,0,0,2,0,0
Palestine,PSE,1997,0,0,2,0,0
Palestine,PSE,1998,0,0,2,0,0
Palestine,PSE,1999,0,0,2,0,0
Palestine,PSE,2000,0,0,2,0,0
Palestine,PSE,2001,0,0,2,0,0
Palestine,PSE,2002,0,0,2,0,0
Palestine,PSE,2003,0,0,2,0,0
Palestine,PSE,2004,0,0,2,1,0
Palestine,PSE,2005,0,0,2,1,0
Palestine,PSE,2006,0,0,2,1,0
Palestine,PSE,2007,0,0,2,1,0
Palestine,PSE,2008,0,0,2,1,0
Palestine,PSE,2009,0,0,2,1,0
Palestine,PSE,2010,0,1,2,1,0
Palestine,PSE,2011,0,1,3,1,0
Palestine,PSE,2012,0,1,3,1,0
Palestine,PSE,2013,0,1,4,1,0
Palestine,PSE,2014,0,1,4,1,0
Palestine,PSE,2015,0,1,4,1,0
Palestine,PSE,2016,0,1,4,1,0
Palestine,PSE,2017,0,1,5,1,0
Palestine,PSE,2018,0,1,5,1,0
Palestine,PSE,2019,0,1,5,2,0
Panama,PAN,1990,0,0,2,1,0
Panama,PAN,1991,0,0,2,1,0
Panama,PAN,1992,0,1,2,1,0
Panama,PAN,1993,0,1,2,1,0
Panama,PAN,1994,0,1,3,1,0
Panama,PAN,1995,0,1,3,1,0
Panama,PAN,1996,0,1,3,1,0
Panama,PAN,1997,0,1,3,1,0
Panama,PAN,1998,0,1,5,2,0
Panama,PAN,1999,0,2,6,3,0
Panama,PAN,2000,0,2,6,3,0
Panama,PAN,2001,0,3,7,3,0
Panama,PAN,2002,0,3,7,4,0
Panama,PAN,2003,0,3,7,4,0
Panama,PAN,2004,0,3,7,4,0
Panama,PAN,2005,0,3,7,4,0
Panama,PAN,2006,0,3,8,5,0
Panama,PAN,2007,0,3,7,4,0
Panama,PAN,2008,0,3,7,4,0
Panama,PAN,2009,0,2,6,3,0
Panama,PAN,2010,0,3,6,3,0
Panama,PAN,2011,0,3,6,4,0
Panama,PAN,2012,0,3,6,4,0
Panama,PAN,2013,0,3,6,4,0
Panama,PAN,2014,0,3,6,4,0
Panama,PAN,2015,0,3,6,4,0
Panama,PAN,2016,0,3,6,5,0
Panama,PAN,2017,0,4,7,5,0
Panama,PAN,2018,0,4,8,5,0
Panama,PAN,2019,0,5,8,6,0
Papua New Guinea,PNG,1990,0,1,7,1,0
Papua New Guinea,PNG,1991,0,1,7,1,0
Papua New Guinea,PNG,1992,0,1,8,1,0
Papua New Guinea,PNG,1993,0,1,8,1,0
Papua New Guinea,PNG,1994,0,1,8,1,0
Papua New Guinea,PNG,1995,0,1,8,1,0
Papua New Guinea,PNG,1996,0,1,8,1,0
Papua New Guinea,PNG,1997,0,1,9,1,0
Papua New Guinea,PNG,1998,0,1,9,1,0
Papua New Guinea,PNG,1999,0,1,10,1,0
Papua New Guinea,PNG,2000,0,1,10,1,0
Papua New Guinea,PNG,2001,0,1,10,1,0
Papua New Guinea,PNG,2002,0,1,10,1,0
Papua New Guinea,PNG,2003,0,1,10,1,0
Papua New Guinea,PNG,2004,0,1,11,1,0
Papua New Guinea,PNG,2005,0,1,11,1,0
Papua New Guinea,PNG,2006,0,1,12,1,0
Papua New Guinea,PNG,2007,0,1,12,1,0
Papua New Guinea,PNG,2008,0,1,13,2,0
Papua New Guinea,PNG,2009,0,1,13,2,0
Papua New Guinea,PNG,2010,0,1,14,2,0
Papua New Guinea,PNG,2011,0,1,15,2,0
Papua New Guinea,PNG,2012,0,1,15,2,0
Papua New Guinea,PNG,2013,0,1,16,2,0
Papua New Guinea,PNG,2014,0,1,17,2,0
Papua New Guinea,PNG,2015,0,1,18,2,0
Papua New Guinea,PNG,2016,0,1,18,2,0
Papua New Guinea,PNG,2017,0,1,19,3,0
Papua New Guinea,PNG,2018,0,1,20,3,0
Papua New Guinea,PNG,2019,0,2,21,3,0
Paraguay,PRY,1990,0,0,2,0,0
Paraguay,PRY,1991,0,0,2,0,0
Paraguay,PRY,1992,0,0,2,0,0
Paraguay,PRY,1993,0,0,2,0,0
Paraguay,PRY,1994,0,0,2,0,0
Paraguay,PRY,1995,0,0,3,0,0
Paraguay,PRY,1996,0,0,3,1,0
Paraguay,PRY,1997,0,0,3,1,0
Paraguay,PRY,1998,0,0,3,1,0
Paraguay,PRY,1999,0,0,3,1,0
Paraguay,PRY,2000,0,1,3,1,0
Paraguay,PRY,2001,0,1,3,1,0
Paraguay,PRY,2002,0,1,4,1,0
Paraguay,PRY,2003,0,1,4,1,0
Paraguay,PRY,2004,0,1,5,1,0
Paraguay,PRY,2005,0,1,5,1,0
Paraguay,PRY,2006,0,1,5,1,0
Paraguay,PRY,2007,0,1,5,1,0
Paraguay,PRY,2008,0,1,5,1,0
Paraguay,PRY,2009,0,1,6,1,0
Paraguay,PRY,2010,0,1,6,1,0
Paraguay,PRY,2011,0,1,6,2,0
Paraguay,PRY,2012,0,1,6,2,0
Paraguay,PRY,2013,0,2,7,2,0
Paraguay,PRY,2014,0,2,7,2,0
Paraguay,PRY,2015,0,2,8,2,0
Paraguay,PRY,2016,0,2,9,3,0
Paraguay,PRY,2017,0,2,9,3,0
Paraguay,PRY,2018,0,2,10,3,0
Paraguay,PRY,2019,0,2,10,3,0
Peru,PER,1990,0,4,57,12,0
Peru,PER,1991,0,4,55,11,0
Peru,PER,1992,0,5,63,13,0
Peru,PER,1993,0,5,67,14,0
Peru,PER,1994,0,6,72,15,0
Peru,PER,1995,0,6,77,16,0
Peru,PER,1996,0,6,80,16,0
Peru,PER,1997,0,7,87,17,0
Peru,PER,1998,0,7,92,19,0
Peru,PER,1999,0,8,93,19,0
Peru,PER,2000,0,8,100,21,0
Peru,PER,2001,0,9,103,22,0
Peru,PER,2002,0,10,107,24,0
Peru,PER,2003,0,11,115,26,0
Peru,PER,2004,0,11,112,24,0
Peru,PER,2005,0,11,110,25,0
Peru,PER,2006,0,11,107,26,0
Peru,PER,2007,0,12,105,26,0
Peru,PER,2008,0,11,98,25,0
Peru,PER,2009,0,13,119,31,0
Peru,PER,2010,0,14,124,33,0
Peru,PER,2011,0,15,124,33,0
Peru,PER,2012,0,15,122,33,0
Peru,PER,2013,0,16,118,33,0
Peru,PER,2014,0,16,112,33,0
Peru,PER,2015,0,16,110,33,0
Peru,PER,2016,0,16,110,34,0
Peru,PER,2017,0,16,111,34,0
Peru,PER,2018,0,17,112,35,0
Peru,PER,2019,0,17,113,36,0
Philippines,PHL,1990,0,8,158,22,0
Philippines,PHL,1991,0,8,161,23,0
Philippines,PHL,1992,0,9,163,25,0
Philippines,PHL,1993,0,9,166,26,0
Philippines,PHL,1994,0,10,168,28,0
Philippines,PHL,1995,0,10,170,29,0
Philippines,PHL,1996,0,11,177,31,0
Philippines,PHL,1997,0,11,180,32,0
Philippines,PHL,1998,0,11,184,34,0
Philippines,PHL,1999,0,11,180,33,0
Philippines,PHL,2000,0,11,181,34,0
Philippines,PHL,2001,0,12,177,34,0
Philippines,PHL,2002,0,12,168,33,0
Philippines,PHL,2003,0,12,159,32,0
Philippines,PHL,2004,0,12,154,32,0
Philippines,PHL,2005,0,12,151,33,0
Philippines,PHL,2006,0,13,147,34,0
Philippines,PHL,2007,0,13,145,34,0
Philippines,PHL,2008,0,14,148,36,0
Philippines,PHL,2009,0,15,149,37,0
Philippines,PHL,2010,0,15,150,39,0
Philippines,PHL,2011,0,16,154,41,0
Philippines,PHL,2012,0,17,160,44,0
Philippines,PHL,2013,0,18,168,47,0
Philippines,PHL,2014,0,19,178,50,0
Philippines,PHL,2015,0,21,190,54,0
Philippines,PHL,2016,0,22,200,57,0
Philippines,PHL,2017,0,23,212,60,0
Philippines,PHL,2018,0,24,224,63,0
Philippines,PHL,2019,0,25,234,65,0
Poland,POL,1990,0,18,191,53,0
Poland,POL,1991,0,19,205,55,0
Poland,POL,1992,0,19,200,52,0
Poland,POL,1993,0,19,195,49,0
Poland,POL,1994,0,19,197,47,0
Poland,POL,1995,0,19,198,48,0
Poland,POL,1996,0,19,189,45,0
Poland,POL,1997,0,20,186,45,0
Poland,POL,1998,0,20,179,45,0
Poland,POL,1999,0,21,175,45,0
Poland,POL,2000,0,21,163,44,0
Poland,POL,2001,0,21,151,44,0
Poland,POL,2002,0,21,144,43,0
Poland,POL,2003,0,21,138,42,0
Poland,POL,2004,0,22,132,44,0
Poland,POL,2005,0,21,126,42,0
Poland,POL,2006,0,21,115,41,0
Poland,POL,2007,0,21,111,40,0
Poland,POL,2008,0,21,110,40,0
Poland,POL,2009,0,22,109,40,0
Poland,POL,2010,0,22,107,39,0
Poland,POL,2011,0,23,107,39,0
Poland,POL,2012,0,24,106,39,0
Poland,POL,2013,0,25,106,39,0
Poland,POL,2014,0,26,108,39,0
Poland,POL,2015,0,28,112,40,0
Poland,POL,2016,0,29,112,41,0
Poland,POL,2017,0,31,119,43,0
